time,{Controller3}.Controller3_1.accdes,{Controller2}.Controller2_1.accdes,{SimpleCar1}.SimpleCar1_1.speed,{SimpleCar1}.SimpleCar1_1.x,{SimpleCar2}.SimpleCar2_1.speed,{SimpleCar2}.SimpleCar2_1.x,{SimpleCar3}.SimpleCar3_1.speed,{SimpleCar3}.SimpleCar3_1.x,{LeadCar}.LeadCar_1.accel,{LeadCar}.LeadCar_1.speed,{LeadCar}.LeadCar_1.x,{Controller1}.Controller1_1.accdes
0.0,0.0,0.0,5.0,25.0,5.0,15.0,5.0,5.0,-0.01,10.0,40.0,0.0
0.1,0.13499999046325684,0.13499999046325684,5.0,25.5,5.0,15.5,5.0,5.5,0.027692910893753947,9.999,41.0,0.8350000381469727
0.2,0.2212464064359665,0.5712464451789856,5.083500003814697,26.0,5.013499999046326,16.0,5.013499999046326,6.0,0.06534862343517606,10.001769291089376,41.9999,0.8735463619232178
0.30000000000000004,0.45712441205978394,0.629274308681488,5.170854640007018,26.50835000038147,5.070624643564225,16.501349999904633,5.035624639689923,6.501349999904633,0.10292997598221719,10.008304153432894,43.000076929108936,0.8798010945320129
0.4,0.5138702392578125,0.6554824113845825,5.2588347494602194,27.02543546438217,5.133552074432373,17.008412464261056,5.081337080895901,7.004912463873625,0.1403998802771651,10.018597151031116,44.00090734445222,0.8852835893630981
0.5,0.5474717617034912,0.6796120405197144,5.34736310839653,27.55131893932819,5.199100315570831,17.521767671704293,5.1327241048216825,7.5130461719632144,0.17772135804827702,10.032637139058833,45.00276705955533,0.8912641406059265
0.6,0.5789197683334351,0.7035072445869446,5.436489522457122,28.086055250167842,5.267061519622803,18.041677703261374,5.187471280992032,8.026318582445382,0.21485757750286952,10.05040927486366,46.00603077346121,0.8977646231651306
0.7,0.6099676489830017,0.7272493243217468,5.526265984773635,28.629704202413553,5.337412244081497,18.568383855223654,5.2453632578253755,8.545065710544586,0.251771889675851,10.071895032613948,47.011071700947575,0.9047547578811646
0.7999999999999999,0.6407111883163452,0.7508204579353333,5.616741460561751,29.182330800890917,5.410137176513672,19.102125079631804,5.306360022723676,9.069602036327124,0.28842786459782566,10.097072221581534,48.01826120420897,0.9122025966644287
0.8999999999999999,0.6711294054985046,0.7741983532905579,5.707961720228194,29.74400494694709,5.485219222307205,19.64313879728317,5.3704311415553105,9.600238038599493,0.32478932724707504,10.125915008041316,49.027968426367124,0.9200762510299683
0.9999999999999999,0.7011946439743042,0.7973597645759583,5.79996934533119,30.31480111896991,5.562639057636261,20.19166071951389,5.437544082105161,10.137281152755023,0.3608203932499368,10.158393940766024,50.04055992717126,0.9283429980278015
1.0999999999999999,0.7308788299560547,0.8202817440032959,5.89280364513397,30.89479805350303,5.642375034093857,20.747924625277516,5.507663546502592,10.681035560965539,0.39648550429434953,10.194475980091017,51.05639932124786,0.936971127986908
1.2,0.7601537704467773,0.8429419994354248,5.986500757932661,31.484078418016427,5.724403208494187,21.312162128686904,5.580751429498197,11.231801915615797,0.4317494632216135,10.234124530520452,52.07584691925696,0.9459282159805298
1.3,0.7889930009841919,0.8653168082237244,6.081093579530714,32.0827284938097,5.808697408437729,21.884602449536324,5.656766806542875,11.789877058565617,0.4665774687617367,10.277299476842613,53.09925937230901,0.9551824331283569
1.4000000000000001,0.8173685073852539,0.887384295463562,6.17661182284355,32.690837851762765,5.895229089260102,22.465472190380098,5.735666106641294,12.355553739219905,0.5009351498780872,10.323957223718786,54.12698931999327,0.9647023677825928
1.5000000000000002,0.8452543020248413,0.9091211557388306,6.273082059621809,33.308499034047124,5.983967518806458,23.054995099306108,5.817402957379819,12.929120349884036,0.5347885996874562,10.374050738706595,55.15938504236515,0.9744560122489929
1.6000000000000003,0.8726240396499634,0.9305053353309631,6.370527660846709,33.935807240009304,6.074879634380341,23.653391851186754,5.901928387582304,13.510860645622017,0.5681044089220584,10.42752959867534,56.19679011623581,0.9844122529029846
1.7000000000000004,0.8994516134262085,0.9515142440795898,6.468968886137008,34.572860006093975,6.167930167913438,24.26087981462479,5.9891907915473,14.101053484380248,0.6008496989004456,10.484340039567547,57.239543076103345,0.994539201259613
1.8000000000000005,0.9257118105888367,0.9721262454986572,6.568422806262969,35.21975689470768,6.263081592321397,24.877672831416135,6.079135952889922,14.69997256353498,0.6329921539747961,10.544425009457592,58.2879770800601,1.0048065185546875
1.9000000000000006,0.9513797760009766,0.9923194646835327,6.668903458118438,35.87659917533398,6.360294216871263,25.503980990648273,6.171707133948805,15.307886158823973,0.6645000534225568,10.607724224855072,59.34241958100586,1.0151832103729248
2.0000000000000004,0.9764313697814941,1.0120720863342285,6.77042177915573,36.54348952114582,6.459526163339616,26.1400104123354,6.266845111548903,15.925056872218851,0.6953423027509679,10.674174230197329,60.40319200349137,1.0256388187408447
2.1000000000000005,1.000842571258545,1.0313633680343628,6.872985661029815,37.2205316990614,6.560733371973039,26.78596302866936,6.364488248527052,16.55174138337374,0.7254884643835718,10.743708460472426,61.4706094265111,1.0361425876617432
2.2000000000000006,1.0245903730392456,1.0501716136932373,6.976599919795989,37.90783026516438,6.663869708776476,27.442036365866667,6.464572505652907,17.188190208226448,0.7549087876984278,10.816257306910783,62.54498027255835,1.0466655492782593
2.3000000000000007,1.047651767730713,1.068476676940918,7.081266474723815,38.60549025714398,6.768886870145799,28.108423336744316,6.567031542956832,17.83464745879174,0.7835742383883825,10.891748185680626,63.62660600324943,1.0571777820587158
